"","ID","group","b_demo_age_1","b_demo_gender_1","b_demo_education_1","b_demo_work_1","b_work_field_1","b_demo_family_1","b_demo_household_1","b_demo_kids_1","b_corona_risk_1","b_corona_risk_2","federal_state","b_baseline_ended","loneliness","var_zero","duration_in_h","duration_in_sec","include_1","include_2","daily_date","weekday","day_dummy","week_dummy","weekend_dummy","b_demo_work_1_rec","b_demo_family_1_rec","b_work_field_1_rec_3"
"19",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1.5,FALSE,0.101666666666667,366,TRUE,TRUE,"2020-03-19","Th",2,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"20",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.169166666666667,609,TRUE,TRUE,"2020-03-20","Fr",3,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"21",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.09,324,TRUE,TRUE,"2020-03-25","We",8,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"22",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.112222222222222,404,TRUE,TRUE,"2020-03-26","Th",9,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"23",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.0883333333333333,318,TRUE,TRUE,"2020-03-27","Fr",10,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"24",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1.25,FALSE,0.0683333333333333,246,TRUE,TRUE,"2020-03-28","Sa",11,1,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"25",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1.25,FALSE,0.0816666666666667,294,TRUE,TRUE,"2020-04-02","Th",16,2,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"26",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.0772222222222222,278,TRUE,TRUE,"2020-04-03","Fr",17,2,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"27",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1.25,FALSE,0.0769444444444444,277,TRUE,TRUE,"2020-04-04","Sa",18,2,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"28",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.0675,243,TRUE,TRUE,"2020-04-05","Su",19,2,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"29",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.0883333333333333,318,TRUE,TRUE,"2020-04-10","Fr",24,3,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"30",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1.75,FALSE,0.0719444444444444,259,TRUE,TRUE,"2020-04-11","Sa",25,3,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"31",3640,2,30,1,20,1,7,4,2,3,2,"","Berlin","2020-03-16 16:02:56",1,FALSE,0.0994444444444444,358,TRUE,TRUE,"2020-04-12","Su",26,3,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"32",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.218055555555556,785,TRUE,TRUE,"2020-03-17","Tu",0,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"33",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.188333333333333,678,TRUE,TRUE,"2020-03-18","We",1,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"34",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.476388888888889,1715,TRUE,TRUE,"2020-03-19","Th",2,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"35",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.108055555555556,389,TRUE,TRUE,"2020-03-20","Fr",3,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"36",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.122222222222222,440,TRUE,TRUE,"2020-03-25","We",8,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"37",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.118611111111111,427,TRUE,TRUE,"2020-03-26","Th",9,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"38",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.1925,693,TRUE,TRUE,"2020-03-27","Fr",10,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"39",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.0861111111111111,310,TRUE,TRUE,"2020-03-28","Sa",11,1,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"40",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.139166666666667,501,TRUE,TRUE,"2020-04-02","Th",16,2,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"41",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.361944444444444,1303,TRUE,TRUE,"2020-04-03","Fr",17,2,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"42",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.159444444444444,574,TRUE,TRUE,"2020-04-04","Sa",18,2,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"43",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.132222222222222,476,TRUE,TRUE,"2020-04-05","Su",19,2,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"44",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.0986111111111111,355,TRUE,TRUE,"2020-04-10","Fr",24,3,0,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"45",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.0827777777777778,298,TRUE,TRUE,"2020-04-11","Sa",25,3,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"46",2829,2,60,1,NA,1,7,4,2,2,2,"","Nordrhein-Westfalen","2020-03-16 16:31:04",1,FALSE,0.0941666666666667,339,TRUE,TRUE,"2020-04-12","Su",26,3,1,"Voll erwerbstätig","In einer festen Partnerschaft","Relevant"
"47",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1.75,FALSE,0.143888888888889,518,TRUE,TRUE,"2020-03-17","Tu",0,0,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"48",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1.25,FALSE,0.0983333333333333,354,TRUE,TRUE,"2020-03-18","We",1,0,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"49",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1.5,FALSE,0.108333333333333,390,TRUE,TRUE,"2020-03-19","Th",2,0,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"50",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1.5,FALSE,0.114722222222222,413,TRUE,TRUE,"2020-03-20","Fr",3,0,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"51",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1.75,FALSE,0.0947222222222222,341,TRUE,TRUE,"2020-03-25","We",8,1,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"52",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1.25,FALSE,0.0722222222222222,260,TRUE,TRUE,"2020-03-26","Th",9,1,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"53",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",NA,NA,3.13333333333333,11280,TRUE,TRUE,"2020-04-02","Th",16,2,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"54",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1.5,FALSE,0.0986111111111111,355,TRUE,TRUE,"2020-04-03","Fr",17,2,0,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"55",3758,2,27,2,20,6,27,2,2,3,1,"Asthma","Berlin","2020-03-16 16:37:11",1,FALSE,0.198333333333333,714,TRUE,TRUE,"2020-04-04","Sa",18,2,1,"in Ausbildung","In einer festen Partnerschaft","Relevant"
"56",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1,FALSE,0.0986111111111111,355,TRUE,TRUE,"2020-03-17","Tu",0,0,0,"in Ausbildung","Single","Nicht relevant"
"57",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",2.5,FALSE,0.0694444444444444,250,TRUE,TRUE,"2020-03-18","We",1,0,0,"in Ausbildung","Single","Nicht relevant"
"58",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",3,FALSE,0.123333333333333,444,TRUE,TRUE,"2020-03-19","Th",2,0,0,"in Ausbildung","Single","Nicht relevant"
"59",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",2,FALSE,0.115833333333333,417,TRUE,TRUE,"2020-03-20","Fr",3,0,0,"in Ausbildung","Single","Nicht relevant"
"60",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",2,FALSE,0.0683333333333333,246,TRUE,TRUE,"2020-03-25","We",8,1,0,"in Ausbildung","Single","Nicht relevant"
"61",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",2.75,FALSE,0.0691666666666667,249,TRUE,TRUE,"2020-03-26","Th",9,1,0,"in Ausbildung","Single","Nicht relevant"
"62",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1.25,FALSE,0.121944444444444,439,TRUE,TRUE,"2020-03-27","Fr",10,1,0,"in Ausbildung","Single","Nicht relevant"
"63",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1,FALSE,0.0661111111111111,238,TRUE,TRUE,"2020-03-28","Sa",11,1,1,"in Ausbildung","Single","Nicht relevant"
"64",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",3,FALSE,0.0463888888888889,167,TRUE,TRUE,"2020-04-02","Th",16,2,0,"in Ausbildung","Single","Nicht relevant"
"65",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1.75,FALSE,0.0586111111111111,211,TRUE,TRUE,"2020-04-03","Fr",17,2,0,"in Ausbildung","Single","Nicht relevant"
"66",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",2.25,FALSE,0.0602777777777778,217,TRUE,TRUE,"2020-04-04","Sa",18,2,1,"in Ausbildung","Single","Nicht relevant"
"67",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1,FALSE,0.0441666666666667,159,TRUE,TRUE,"2020-04-05","Su",19,2,1,"in Ausbildung","Single","Nicht relevant"
"68",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1.25,FALSE,0.0777777777777778,280,TRUE,TRUE,"2020-04-10","Fr",24,3,0,"in Ausbildung","Single","Nicht relevant"
"69",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1,FALSE,0.0583333333333333,210,TRUE,TRUE,"2020-04-11","Sa",25,3,1,"in Ausbildung","Single","Nicht relevant"
"70",356,2,28,2,21,7,6,1,6,3,2,"","Niedersachsen","2020-03-16 16:32:53",1,FALSE,0.0569444444444444,205,TRUE,TRUE,"2020-04-12","Su",26,3,1,"in Ausbildung","Single","Nicht relevant"
"71",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0825,297,TRUE,TRUE,"2020-03-17","Tu",0,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"72",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.100833333333333,363,TRUE,TRUE,"2020-03-18","We",1,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"73",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0561111111111111,202,TRUE,TRUE,"2020-03-19","Th",2,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"74",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0683333333333333,246,TRUE,TRUE,"2020-03-20","Fr",3,0,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"75",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.153333333333333,552,TRUE,TRUE,"2020-03-25","We",8,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"76",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0525,189,TRUE,TRUE,"2020-03-26","Th",9,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"77",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.109166666666667,393,TRUE,TRUE,"2020-03-27","Fr",10,1,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"78",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0625,225,TRUE,TRUE,"2020-03-28","Sa",11,1,1,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"79",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0397222222222222,143,TRUE,TRUE,"2020-04-02","Th",16,2,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"80",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0466666666666667,168,TRUE,TRUE,"2020-04-03","Fr",17,2,0,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"81",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.0452777777777778,163,TRUE,TRUE,"2020-04-04","Sa",18,2,1,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"82",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",1,FALSE,0.111666666666667,402,TRUE,TRUE,"2020-04-05","Su",19,2,1,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"83",1466,2,38,2,23,1,3,2,2,3,2,"","Bayern","2020-03-16 16:33:14",NA,NA,5.00194444444444,18007,TRUE,TRUE,"2020-04-12","Su",26,3,1,"Voll erwerbstätig","In einer festen Partnerschaft","Nicht relevant"
"84",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",1,FALSE,0.117222222222222,422,TRUE,TRUE,"2020-03-17","Tu",0,0,0,"Voll erwerbstätig","Single",NA
"85",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",1.5,FALSE,0.171388888888889,617,TRUE,TRUE,"2020-03-18","We",1,0,0,"Voll erwerbstätig","Single",NA
"86",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",2,FALSE,0.0891666666666667,321,TRUE,TRUE,"2020-03-19","Th",2,0,0,"Voll erwerbstätig","Single",NA
"87",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",3,FALSE,0.135,486,TRUE,TRUE,"2020-03-20","Fr",3,0,0,"Voll erwerbstätig","Single",NA
"88",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",1,FALSE,0.146944444444444,529,TRUE,TRUE,"2020-03-25","We",8,1,0,"Voll erwerbstätig","Single",NA
"89",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",2,FALSE,0.0863888888888889,311,TRUE,TRUE,"2020-03-26","Th",9,1,0,"Voll erwerbstätig","Single",NA
"90",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",1,FALSE,0.146388888888889,527,TRUE,TRUE,"2020-03-27","Fr",10,1,0,"Voll erwerbstätig","Single",NA
"91",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",1,FALSE,0.231666666666667,834,TRUE,TRUE,"2020-03-28","Sa",11,1,1,"Voll erwerbstätig","Single",NA
"92",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",3.5,FALSE,0.0783333333333333,282,TRUE,TRUE,"2020-04-09","Th",23,3,0,"Voll erwerbstätig","Single",NA
"93",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",3.25,FALSE,0.189444444444444,682,TRUE,TRUE,"2020-04-10","Fr",24,3,0,"Voll erwerbstätig","Single",NA
"94",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",2.75,FALSE,0.111944444444444,403,TRUE,TRUE,"2020-04-11","Sa",25,3,1,"Voll erwerbstätig","Single",NA
"95",2612,2,32,2,16,1,28,1,0,3,2,"","Baden-Württemberg","2020-03-16 16:35:46",1.75,FALSE,0.105833333333333,381,TRUE,TRUE,"2020-04-12","Su",26,3,1,"Voll erwerbstätig","Single",NA
"96",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.5,FALSE,1.66138888888889,5981,TRUE,TRUE,"2020-03-17","Tu",0,0,0,"in Ausbildung","Single","Relevant"
"97",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.5,FALSE,0.675833333333333,2433,TRUE,TRUE,"2020-03-18","We",1,0,0,"in Ausbildung","Single","Relevant"
"98",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.25,FALSE,1.15361111111111,4153,TRUE,TRUE,"2020-03-19","Th",2,0,0,"in Ausbildung","Single","Relevant"
"99",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.75,FALSE,0.140833333333333,507,TRUE,TRUE,"2020-03-20","Fr",3,0,0,"in Ausbildung","Single","Relevant"
"100",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.75,FALSE,1.99611111111111,7186,TRUE,TRUE,"2020-03-25","We",8,1,0,"in Ausbildung","Single","Relevant"
"101",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.25,FALSE,0.156666666666667,564,TRUE,TRUE,"2020-03-26","Th",9,1,0,"in Ausbildung","Single","Relevant"
"102",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.25,FALSE,0.134444444444444,484,TRUE,TRUE,"2020-03-27","Fr",10,1,0,"in Ausbildung","Single","Relevant"
"103",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.75,FALSE,0.378055555555556,1361,TRUE,TRUE,"2020-03-28","Sa",11,1,1,"in Ausbildung","Single","Relevant"
"104",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.75,FALSE,0.169722222222222,611,TRUE,TRUE,"2020-04-02","Th",16,2,0,"in Ausbildung","Single","Relevant"
"105",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.75,FALSE,1.24027777777778,4465,TRUE,TRUE,"2020-04-03","Fr",17,2,0,"in Ausbildung","Single","Relevant"
"106",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.75,FALSE,0.189722222222222,683,TRUE,TRUE,"2020-04-04","Sa",18,2,1,"in Ausbildung","Single","Relevant"
"107",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",3.75,FALSE,0.123055555555556,443,TRUE,TRUE,"2020-04-05","Su",19,2,1,"in Ausbildung","Single","Relevant"
"108",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.5,FALSE,0.440277777777778,1585,TRUE,TRUE,"2020-04-10","Fr",24,3,0,"in Ausbildung","Single","Relevant"
"109",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.5,FALSE,1.91027777777778,6877,TRUE,TRUE,"2020-04-11","Sa",25,3,1,"in Ausbildung","Single","Relevant"
"110",1592,2,20,2,14,6,27,1,2,3,2,"","Berlin","2020-03-16 17:00:19",1.5,FALSE,0.192222222222222,692,TRUE,TRUE,"2020-04-12","Su",26,3,1,"in Ausbildung","Single","Relevant"
"111",714,2,18,1,12,6,NA,1,3,3,2,"","Berlin","2020-03-16 17:10:49",1,FALSE,0.187777777777778,676,TRUE,TRUE,"2020-03-17","Tu",0,0,0,"in Ausbildung","Single",NA
"112",714,2,18,1,12,6,NA,1,3,3,2,"","Berlin","2020-03-16 17:10:49",1,FALSE,0.109166666666667,393,TRUE,TRUE,"2020-03-18","We",1,0,0,"in Ausbildung","Single",NA
